artist_name,track_name,artist_uri,track_uri
James Vincent McMorrow,We Don't Eat,spotify:artist:7FDlvgcodNfC0IBdWevl4u,spotify:track:6iS7MJoJZepa61CamN17v6
The Riverside,Times Goin',spotify:artist:3mftSIJRvH13hEBXdiV06X,spotify:track:5JrVEnZ244hFHjtWIDVPLt
Oh Jeremiah,Circles,spotify:artist:2h2AvgbE9f7C0CLVZMYoPb,spotify:track:5d416vWwwRlndC8B4Q8tOx
Matthew And The Atlas,I Will Remain,spotify:artist:0lSENl3bteP8p2NbiSP7RM,spotify:track:52VPecMGJQOxyWWWgnUvsI
Daughter,Youth,spotify:artist:46CitWgnWrvF9t70C2p1Me,spotify:track:1vyrrrnb7182SL6iOMor3O
First Aid Kit,The Lion's Roar,spotify:artist:21egYD1eInY6bGFcniCRT1,spotify:track:5uaRhjHGI81AosMUWuceto
Joe Fletcher & the Wrong Reasons,Say What You Will,spotify:artist:0rDYWvzCy3MYzqDWZw7HJE,spotify:track:3bdyTU9V4twocgvQZ3sjOP
The Coloradas,Misery,spotify:artist:1pzo0dv42jr8GfvNZHVmdk,spotify:track:66GQVNp3fPzh39oekVQ074
The Pine Hill Haints,Halloween-time All the Time,spotify:artist:7mZErmrAcZQTrk9oswrhqA,spotify:track:4U2qMyYjtyPRg7I8m4Arp7
Middle Brother,Blue Eyes,spotify:artist:5au2vhHl8DViD9PUxUZBTb,spotify:track:6wgphBnJiAkBCDll1Ws8jO
The Barr Brothers,Old Mythologies,spotify:artist:4OyRutd80DZC22C4pl63l7,spotify:track:26HrkHeMhFrzMWl6FHzEkA
Lowly Spects,My Dead Body,spotify:artist:0uRArVEZPli8tAZvQ50S8t,spotify:track:5HXoDccFRr3qc9IUgTyfMh
Bowerbirds,Teeth,spotify:artist:4MoGkOmfK6oKi1Isc8Iv9m,spotify:track:2bMvToSUM1a7NvKSwsezoo
Aunt Martha,Blue Buildings,spotify:artist:7KoKvDse2zPhIBc76CI57V,spotify:track:2lcrslLiQPnhRsaajsubQq
Avalanche City,The Streets - AU Master,spotify:artist:1PX8bguYn6ba8NaBOJuu8A,spotify:track:3Reu96wdGrKPWzlnDLtfIS
Dan Mangan,Rows Of Houses,spotify:artist:5ByjU6oarxRC2Y85JpKx1n,spotify:track:7EBG2xiL1quXP3lA0BOs0j
A.A. Bondy,American Hearts,spotify:artist:4l8UbJGiXxbfyDJPvcVH23,spotify:track:1c2x8YagO3tdX9WQOeu0Yt
Judah & the Lion,Seasons Colors,spotify:artist:3wWtfT7S2uVJJ3hGZlOLkZ,spotify:track:6SS2aGNFZV1215wkhUDQPA
Ben Rosenbush & The Brighton,This Fire,spotify:artist:0zME2IC5bYMyY0MqX2fOi8,spotify:track:1TOAu74vVkdh6p50gGFLEq
Mike Edel,The Country Where I Came From,spotify:artist:2slZ64SaMOJ1EXEi3W9PTI,spotify:track:00ekiamGK6UrV2F3QvaPvi
Page France,Chariot,spotify:artist:3R3OzIGUKq8XXIY291NhfY,spotify:track:6kz9zhxw2Vh1vXRjwWmbUm
Andrew Bird,tenuousness,spotify:artist:4uSftVc3FPWe6RJuMZNEe9,spotify:track:0OhfCAy6A2EVh4LaC55A1G
The Helio Sequence,October,spotify:artist:6JoxwT8CwvpxxNaP55R6q2,spotify:track:0hMSjPrwBKe57tFpC9s3xl
Katy Perry,California Gurls - feat. Snoop Dogg,spotify:artist:6jJ0s89eD6GaHleKKya26X,spotify:track:3f7gYMirBEKuc57218BjOY
Britney Spears,Circus,spotify:artist:26dSoYclwsYLMAKD3tpOr4,spotify:track:7jk7gqyEonmVVYahZN5zhW
Taio Cruz,Dynamite,spotify:artist:6MF9fzBmfXghAz953czmBC,spotify:track:2CEgGE6aESpnmtfiZwYlbV
Fergie,Fergalicious,spotify:artist:3r17AfJCCUqC9Lf0OAc73G,spotify:track:1D066zixBwqFYqBhKgdPzp
Fergie,Glamorous,spotify:artist:3r17AfJCCUqC9Lf0OAc73G,spotify:track:4KTtYhxFtFL7mBwnjkKfLm
Lady Gaga,Poker Face,spotify:artist:1HY2Jd0NmPuamShAr6KMms,spotify:track:1QV6tiMFM6fSOKOGLMHYYg
Iyaz,Replay,spotify:artist:5tKXB9uuebKE34yowVaU3C,spotify:track:4E5P1XyAFtrjpiIxkydly4
LMFAO,Sexy And I Know It,spotify:artist:3sgFRtyBnxXD5ESfmbK4dl,spotify:track:70Vdd1gx5tn84jkAU31ASv
Nicki Minaj,Super Bass,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,spotify:track:7gKIt3rDGIMJDFVSPBnGmj
Lady Gaga,Telephone,spotify:artist:1HY2Jd0NmPuamShAr6KMms,spotify:track:00BuKLSAFkaEkaVAgIMbeA
Lady Gaga,Bad Romance,spotify:artist:1HY2Jd0NmPuamShAr6KMms,spotify:track:5P5cGNzqh6A353N3ShDK6Y
Jason Derulo,Ridin' Solo,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,spotify:track:6BaxqcoEM9r3LXisTyJjST
The Black Eyed Peas,Boom Boom Pow,spotify:artist:1yxSLGMDHlW21z4YXirZDS,spotify:track:3oDFtOhcN08qeDPAK6MEQG
Justin Bieber,Eenie Meenie,spotify:artist:1uNFoZAHBGtllmzznpCI3s,spotify:track:75vEuMA15pb8JmgrGugHEs
Nicki Minaj,Starships,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,spotify:track:1oHNvJVbFkexQc0BpQp7Y4
Lady Gaga,Just Dance,spotify:artist:1HY2Jd0NmPuamShAr6KMms,spotify:track:1dzQoRqT5ucxXVaAhTcT0J
Katy Perry,Teenage Dream,spotify:artist:6jJ0s89eD6GaHleKKya26X,spotify:track:235LXPXfi0SmOaS9TaCh3c
Lady Gaga,Paparazzi,spotify:artist:1HY2Jd0NmPuamShAr6KMms,spotify:track:02XnQdf7sipaKBBHixz3Zp
Katy Perry,Last Friday Night (T.G.I.F.),spotify:artist:6jJ0s89eD6GaHleKKya26X,spotify:track:3oHNJECGN3bBoGXejlw2b1
Nelly,Just A Dream - Main,spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,spotify:track:7pYPpFhFyOwCjf4y7vdJqM
Kesha,Blah Blah Blah,spotify:artist:6LqNN22kT3074XbTVUrhzX,spotify:track:0rlTAl25usHDCFxw5T08dA
Bruno Mars,Grenade,spotify:artist:0du5cEVh5yTK9QJze8zA0C,spotify:track:4lLtanYk6tkMvooU0tWzG8
The Black Eyed Peas,Imma Be,spotify:artist:1yxSLGMDHlW21z4YXirZDS,spotify:track:5OiLJ8tjUPFiPX2gVM8fxJ
Natasha Bedingfield,Pocketful of Sunshine,spotify:artist:7o95ZoZt5ZYn31e9z1Hc0a,spotify:track:4hjuUelurEBKlqpJPJ77Iw
Katy Perry,Firework,spotify:artist:6jJ0s89eD6GaHleKKya26X,spotify:track:1mXuMM6zjPgjL4asbBsgnt
Lady Gaga,Alejandro,spotify:artist:1HY2Jd0NmPuamShAr6KMms,spotify:track:44XBLYMVEt5vJcb5qXfQ7V
Justin Bieber,Baby,spotify:artist:1uNFoZAHBGtllmzznpCI3s,spotify:track:2eJ8ij1T3cNUKiGdcUvKhy
Cascada,Evacuate The Dancefloor,spotify:artist:0N0d3kjwdY2h7UVuTdJGfp,spotify:track:0jDWRUbxSn8zQlwFbeLHwo
Carly Rae Jepsen,Call Me Maybe,spotify:artist:6sFIWsNpZYqfjUpaCgueju,spotify:track:20I6sIOMTCkB6w7ryavxtO
Rihanna,S&M,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,spotify:track:7ySUcLPVX7KudhnmNcgY2D
Britney Spears,3,spotify:artist:26dSoYclwsYLMAKD3tpOr4,spotify:track:6pymOcrCnMuCWdgGVTvUgP
Justin Bieber,One Less Lonely Girl,spotify:artist:1uNFoZAHBGtllmzznpCI3s,spotify:track:69ghzc538EQSVon2Gm3wrr
Kanye West,Heartless,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,spotify:track:53gcDgFyqqpvCzXWrnFZpH
Lady Gaga,Born This Way,spotify:artist:1HY2Jd0NmPuamShAr6KMms,spotify:track:209NkbzmsUa9pAobU7xGyf
Jesse McCartney,Beautiful Soul,spotify:artist:2Hjj68yyUPiC0HKEOigcEp,spotify:track:1HwpWwa6bnqqRhK8agG4RS
Taio Cruz,Break Your Heart,spotify:artist:6MF9fzBmfXghAz953czmBC,spotify:track:7ElF5zxOwYP4qVSWVvse3W
Flo Rida,Right Round - feat. Ke$ha,spotify:artist:0jnsk9HBra6NMjO2oANoPY,spotify:track:2QQuKHdhPoAJchgY0HPw96
Kelis,Milkshake,spotify:artist:0IF46mUS8NXjgHabxk2MCM,spotify:track:2cMTIlktg3M9mXYqCPqw1J
David Guetta,Sexy Bitch (feat. Akon) - feat. Akon,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,spotify:track:77V0TWycxV4wuhcip5LF3X
Maroon 5,Payphone,spotify:artist:04gDigrS5kc9YWfZHwBETP,spotify:track:1XGmzt0PVuFgQYYnV2It7A
Justin Bieber,Never Say Never - Single Version,spotify:artist:1uNFoZAHBGtllmzznpCI3s,spotify:track:7ET8LMtOv8XyBPKzr2Pgrr
Beyoncé,Halo,spotify:artist:6vWDO969PvNqNYHIOW5v0m,spotify:track:2CvOqDpQIMw69cCzWqr5yr
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida) - feat. Nicki Minaj & Flo Rida,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,spotify:track:7yO48FWUkqsrdxrwkGcnwl
Nicki Minaj,Pound The Alarm,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,spotify:track:0LohatbcUXRauoeMlR1jnS
Bruno Mars,The Lazy Song,spotify:artist:0du5cEVh5yTK9QJze8zA0C,spotify:track:386RUes7n1uM1yfzgeUuwp
Hannah Montana,"The Best of Both Worlds - From ""Hannah Montana""/Soundtrack Version",spotify:artist:7nU4hB040gTmHm45YYMvqc,spotify:track:6Z0F3Mqj7tq1CBZo5qMlUg
Justin Bieber,As Long As You Love Me,spotify:artist:1uNFoZAHBGtllmzznpCI3s,spotify:track:4rvtlpAeDuOn4baUJPCEhy
Avril Lavigne,Girlfriend (German Version - Explicit) - German Version - Explicit,spotify:artist:0p4nmQO2msCgU4IF37Wi3j,spotify:track:0OJXdyyVL8K6aovPgfqCcN
Beyoncé,Crazy In Love,spotify:artist:6vWDO969PvNqNYHIOW5v0m,spotify:track:0WqIKmW4BTrj3eJFmnCKMv
LMFAO,Shots,spotify:artist:3sgFRtyBnxXD5ESfmbK4dl,spotify:track:1V4jC0vJ5525lEF1bFgPX2
CHAD,I Don't Dance,spotify:artist:75sB8pfxoJHfFPWY6fOyp9,spotify:track:6p6TjiJHc1kJQt5dXzkdrs
Selena Gomez,Magic,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,spotify:track:10xcIQQEJSEIOgG1HvS3t9
Adele,Rolling in the Deep,spotify:artist:4dpARuHxo51G3z768sgnrY,spotify:track:1CkvWZme3pRgbzaxZnTl5X
Cher Lloyd,Want U Back,spotify:artist:4m4SfDVbF5wxrwEjDKgi4k,spotify:track:5InWRmnfgjVwQWoXHNBATu
Bridgit Mendler,Hurricane,spotify:artist:4VhL8KLjVso4vLfOLVViTb,spotify:track:7gQ5c5HY6zMsIck6QLY9dJ
Nicki Minaj,Beez In The Trap,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,spotify:track:0x335qdLBS6o30hYdc8h2I
Adele,Set Fire to the Rain,spotify:artist:4dpARuHxo51G3z768sgnrY,spotify:track:3CKCZ9pfwAfoMZlMncA1Nc
China Anne McClain,Calling All the Monsters,spotify:artist:6SvFyXN6qzhw95Bj4HoevV,spotify:track:0hnHoQbEQOL4YUZ4SO6xbe
Adele,Someone Like You,spotify:artist:4dpARuHxo51G3z768sgnrY,spotify:track:4kflIGfjdZJW4ot2ioixTB
Big Time Rush,Boyfriend,spotify:artist:0GWCNkPi54upO9WLlwjAHd,spotify:track:6AFCrpROY07wx5td98Nkkj
Travie McCoy,Billionaire (feat. Bruno Mars),spotify:artist:7o9Nl7K1Al6NNAHX6jn6iG,spotify:track:2qPUnoasNe4Ep43emVXEig
Sage The Gemini,Gas Pedal,spotify:artist:6d47Z08T4snK50HgTEHo5Z,spotify:track:1L0rvFTlpoR8rHxdR4lTSN
Beyoncé,Halo,spotify:artist:6vWDO969PvNqNYHIOW5v0m,spotify:track:2CvOqDpQIMw69cCzWqr5yr
Miley Cyrus,Party In The U.S.A.,spotify:artist:5YGY8feqx7naU7z4HrwZM6,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1
Sage The Gemini,Red Nose,spotify:artist:6d47Z08T4snK50HgTEHo5Z,spotify:track:1PhmFufQowjegRYc4jAqOq
Bruno Mars,Treasure,spotify:artist:0du5cEVh5yTK9QJze8zA0C,spotify:track:4G2Hbfwvn3oH7LxxPXjjGn
Miley Cyrus,We Can't Stop,spotify:artist:5YGY8feqx7naU7z4HrwZM6,spotify:track:2y4lAQpi5VTNLu2ldeTdUH
Kesha,TiK ToK,spotify:artist:6LqNN22kT3074XbTVUrhzX,spotify:track:5OMwQFBcte0aWFJFqrr5oj
P!nk,So What,spotify:artist:1KCSPY1glIKqW2TotWuXOR,spotify:track:19qn6oU2t0E72ENA0aWNsX
Far East Movement,Like A G6,spotify:artist:698hF4vcwHwPy8ltmXermq,spotify:track:5AyL2kgLtTWEu3qO3B9SqK
Hannah Montana,He Could Be the One,spotify:artist:7nU4hB040gTmHm45YYMvqc,spotify:track:07HPV6hzecJmMJwsIX8YVU
Miley Cyrus,Hoedown Throwdown,spotify:artist:5YGY8feqx7naU7z4HrwZM6,spotify:track:6a211WVTt0gpRJ3CpRnJV1
Miley Cyrus,The Climb,spotify:artist:5YGY8feqx7naU7z4HrwZM6,spotify:track:5x5JM1BSB6vollcIzDocqT
50 Cent,Candy Shop,spotify:artist:3q7HBObVc0L8jNeTe5Gofh,spotify:track:3VzJE6yGuj8fDExUh6TLnc
Flo Rida,GDFR (feat. Sage The Gemini & Lookas),spotify:artist:0jnsk9HBra6NMjO2oANoPY,spotify:track:26rdOwwjC2UnweK3xeS58u
Flo Rida,Low (feat T-Pain) - Feat T-Pain Album Version,spotify:artist:0jnsk9HBra6NMjO2oANoPY,spotify:track:0CAfXk7DXMnon4gLudAp7J
Flo Rida,Right Round - feat. Ke$ha,spotify:artist:0jnsk9HBra6NMjO2oANoPY,spotify:track:2QQuKHdhPoAJchgY0HPw96
Flo Rida,Sugar (feat. Wynter),spotify:artist:0jnsk9HBra6NMjO2oANoPY,spotify:track:34bqUGQl9HLb0NrUKO7PkN
Florida Georgia Line,Cruise,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,spotify:track:0i5el041vd6nxrGEU8QRxy
Hannah Montana,Nobody's Perfect,spotify:artist:7nU4hB040gTmHm45YYMvqc,spotify:track:1GBknQ67DCfKTPms1dw9EW
Katy Perry,Hot N Cold,spotify:artist:6jJ0s89eD6GaHleKKya26X,spotify:track:1ulXmqjktxSdrdT1bzc69H
High School Musical Cast,Breaking Free,spotify:artist:2gUMs9PE8XZVQyzCDqaYmW,spotify:track:3AWSwChgStOColFkXbwRnP
Katy Perry,I Kissed a Girl,spotify:artist:6jJ0s89eD6GaHleKKya26X,spotify:track:25ZttbpeUKDOm3aghD2oBJ
Christopher Wilde,Starstruck,spotify:artist:533HtQP5btWIZcKlHJtEWK,spotify:track:4jzea0vyKwayQSb5HBPB36
Jay Sean,Down,spotify:artist:4pADjHPWyrlAF0FA7joK2H,spotify:track:6cmm1LMvZdB5zsCwX5BjqE
Usher,DJ Got Us Fallin' In Love,spotify:artist:23zg3TcAtWQy7J6upgbUnj,spotify:track:4356Typ82hUiFAynbLYbPn
Kesha,Dinosaur,spotify:artist:6LqNN22kT3074XbTVUrhzX,spotify:track:6e3fQ1fC1MX7kfbpyc13Pw
Soulja Boy,Crank That (Soulja Boy),spotify:artist:6GMYJwaziB4ekv1Y6wCDWS,spotify:track:66TRwr5uJwPt15mfFkzhbi
Soulja Boy,Turn My Swag On,spotify:artist:6GMYJwaziB4ekv1Y6wCDWS,spotify:track:6ATrsVaZT7XjkCynxM8cTS
Soulja Boy,Kiss Me Thru The Phone,spotify:artist:6GMYJwaziB4ekv1Y6wCDWS,spotify:track:2q4rjDy9WhaN3o9MvDbO21
Soulja Boy,Pretty Boy Swag,spotify:artist:6GMYJwaziB4ekv1Y6wCDWS,spotify:track:2zOWuWdyuMqOoboNRKlJO0
Trey Songz,Bottoms Up - feat. Nicki Minaj,spotify:artist:2iojnBLj0qIMiKPvVhLnsH,spotify:track:2IpGdrWvIZipmaxo1YRxw5
Trey Songz,Dive In,spotify:artist:2iojnBLj0qIMiKPvVhLnsH,spotify:track:43hHjvaO9brl5t7ywedeyx
T-Pain,Buy U a Drank (Shawty Snappin'),spotify:artist:3aQeKQSyrW4qWr35idm0cy,spotify:track:4gFXY5yvHayGckJndafYQE
Ray J,Sexy Can I feat. Yung Berg,spotify:artist:6gbGGM0E8Q1hE511psqxL0,spotify:track:0DdpxWfVvUGgkJv5536tiF
Sean Kingston,Beautiful Girls,spotify:artist:6S0dmVVn4udvppDhZIWxCr,spotify:track:1hGy2eLcmC8eKx7qr1tOqx
Justin Bieber,Eenie Meenie,spotify:artist:1uNFoZAHBGtllmzznpCI3s,spotify:track:75vEuMA15pb8JmgrGugHEs
Jason Derulo,Marry Me,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,spotify:track:3ogtSrlbtiTamktbA0hw0E
Jason Derulo,Whatcha Say,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,spotify:track:67T6l4q3zVjC5nZZPXByU8
Jason Derulo,Ridin' Solo,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,spotify:track:6BaxqcoEM9r3LXisTyJjST
Jason Derulo,In My Head,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,spotify:track:5BoIP8Eha5hwmRVURkC2Us
Usher,Yeah!,spotify:artist:23zg3TcAtWQy7J6upgbUnj,spotify:track:0XUfyU2QviPAs6bxSpXYG4
Kesha,We R Who We R,spotify:artist:6LqNN22kT3074XbTVUrhzX,spotify:track:0Ji2g9AlYLVHAMG5PJoHPU
Rihanna,Disturbia,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,spotify:track:30VrBsh1STRBoIrhQOAwzK
Gwen Stefani,Hollaback Girl,spotify:artist:4yiQZ8tQPux8cPriYMWUFP,spotify:track:6RcQOut9fWL6FSqeIr5M1r
LMFAO,Party Rock Anthem,spotify:artist:3sgFRtyBnxXD5ESfmbK4dl,spotify:track:7mitXLIMCflkhZiD34uEQI
Rihanna,Only Girl (In The World),spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,spotify:track:2ENexcMEMsYk0rVJigVD3i
Selena Gomez & The Scene,A Year Without Rain,spotify:artist:6dJeKm76NjfXBNTpHmOhfO,spotify:track:0lYS1tJg3r6ATe9bRPB0Hu
Rihanna,Umbrella,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,spotify:track:5i66xrvSh1MjjyDd6zcwgj
D4L,Laffy Taffy - Explicit Album Version w/sample/APPROVED-FINAL,spotify:artist:4AllEJE7mVkhhyUV6DjqPz,spotify:track:2ajhenDRiiAnCHHjsIOHhJ
Destiny's Child,Say My Name,spotify:artist:1Y8cdNmUJH7yBTd9yOvr5i,spotify:track:7H6ev70Weq6DdpZyyTmUXk
Destiny's Child,Survivor,spotify:artist:1Y8cdNmUJH7yBTd9yOvr5i,spotify:track:7qtAgn9mwxygsPOsUDVRRt
Alicia Keys,No One,spotify:artist:3DiDSECUqqY1AuBP8qtaIa,spotify:track:0JEqGkvUiMTQmFY6sgL9kg
TLC,No Scrubs,spotify:artist:0TImkz4nPqjegtVSMZnMRq,spotify:track:1KGi9sZVMeszgZOWivFpxs
Ginuwine,Pony,spotify:artist:7r8RF1tN2A4CiGEplkp1oP,spotify:track:3pfXxHoydFRfD7IBGJTQAN
Khia,"My Neck, My Back (Lick It) - Street/Club Version",spotify:artist:3q7isf09BuwXLyR2khBs60,spotify:track:1tc6RFcNQk2mQ0c0ZdiEBW
Rihanna,Don't Stop The Music,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,spotify:track:62LHRv9uwSNlBmByQF5jdE
Kesha,Your Love Is My Drug,spotify:artist:6LqNN22kT3074XbTVUrhzX,spotify:track:3uoQULcUWfnt6nc6J7Vgai
Lady Gaga,The Edge Of Glory,spotify:artist:1HY2Jd0NmPuamShAr6KMms,spotify:track:0JNdS1n0ifOP25XvhwAMgM
Beyoncé,Single Ladies (Put a Ring on It),spotify:artist:6vWDO969PvNqNYHIOW5v0m,spotify:track:557un1HgwYMuqfWGSTmnxw
Enur,Calabria 2008,spotify:artist:1BQaZSq1KsLOZGzjG5QxRC,spotify:track:0mwbc2AqVHIziVGg3syEI9
Jordin Sparks,No Air,spotify:artist:2AQjGvtT0pFYfxR3neFcvz,spotify:track:1jUA4rb6ZCv4gby4YU53xq
Jordin Sparks,Battlefield,spotify:artist:2AQjGvtT0pFYfxR3neFcvz,spotify:track:4hJNA7VCBfNDly2Lz1SKAt
Nina Simone,Feeling Good,spotify:artist:7G1GBhoKtEPnP86X2PvEYO,spotify:track:61S0mEfdRtJ62Fc7fPqx0U
Young Dro,FDB,spotify:artist:3ZooCJzNMTLpmJaIRUEorI,spotify:track:19fKNXNkmWhuAQyGbxyFXg
Britney Spears,Womanizer,spotify:artist:26dSoYclwsYLMAKD3tpOr4,spotify:track:4fixebDZAVToLbUCuEloa2
Owl City,Fireflies,spotify:artist:07QEuhtrNmmZ0zEcqE9SF6,spotify:track:1mr3616BzLdhXfJmLmRsO8
Miley Cyrus,See You Again,spotify:artist:5YGY8feqx7naU7z4HrwZM6,spotify:track:3utIAb67sOu0QHxBE88P1M
Usher,I Don't Mind,spotify:artist:23zg3TcAtWQy7J6upgbUnj,spotify:track:7aXuop4Qambx5Oi3ynsKQr
Chris Brown,Loyal,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,spotify:track:7kqcudBGM74MXVoYMaoWkC
Chris Brown,Look At Me Now,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,spotify:track:0LWQWOFoz5GJLqcHk1fRO2
Jason Mraz,I'm Yours,spotify:artist:4phGZZrJZRo4ElhRtViYdl,spotify:track:3S0OXQeoh0w6AY8WQVckRW
Kelly Clarkson,Catch My Breath,spotify:artist:3BmGtnKgCSGYIUhmivXKWX,spotify:track:7gar9J7OVfmOVPilkwWODC
Cheat Codes,No Promises (feat. Demi Lovato),spotify:artist:7DMveApC7UnC2NPfPvlHSU,spotify:track:1louJpMmzEicAn7lzDalPW
Gareth Emery,Concrete Angel - Original Mix,spotify:artist:0hprEC0nsWuQPSHag1O2Vi,spotify:track:1qy14jAIoVcZHIP34anyxm
Savoy,I Dare You - Original Mix,spotify:artist:4NfUKaooFnCt0Ob6twbNEU,spotify:track:4zzajQmps3v8qwgKb3qP5Z
NERO,Promises,spotify:artist:4uRYpUQZrNrY5t8tAv3XrD,spotify:track:4A7qcJp2Sg867JST1pSPJz
NERO,Guilt,spotify:artist:4uRYpUQZrNrY5t8tAv3XrD,spotify:track:0VSdYNTKyZZZRYSHDVb4YQ
TwoThirds,Epiphany - Ghosts of Paraguay Remix,spotify:artist:1Q0ug0ZkUQ3pyfY8vKE730,spotify:track:30xEq2fEsfIc7Af0Z052S7
M'Black,Heartbreak (Bare Noize Remix),spotify:artist:7lP0OS529IoZa7snkuvt1E,spotify:track:0vJMw25Y9dhq5aQtPOWDIR
Feint,Those Eyes - Original Mix,spotify:artist:6RQ9kYbHisp1UUbnfwHNeU,spotify:track:38ilvMVSMnglc1ExENfszX
Feint,Horizons - Original Mix,spotify:artist:6RQ9kYbHisp1UUbnfwHNeU,spotify:track:4VZyqUe1h42DvYSlDFIiQP
Nneka,Heartbeat - Chase & Status We Just Bought A Guitar Mix,spotify:artist:0VX4MyYhvKRtU1AZUVGLUZ,spotify:track:1B7w5yG3cOgP7G3VgVUHKD
TwoThirds & Laura Brehm,Waking Dreams (Drum & Bass VIP Mix),spotify:artist:4TX8cre1Jf3hd4q7dQUDz7,spotify:track:6OL6L0ABdGJDOVWzutOSJg
TwoThirds,Starscapes,spotify:artist:1Q0ug0ZkUQ3pyfY8vKE730,spotify:track:2tk5wBN5bQcHlCQ2xubzyX
Collin Mclouglin,Born - Vocal Mix,spotify:artist:1TxW7FeGfxtE9ohSyooyAD,spotify:track:70eHX1ZLxEmrydgSUARtJE
Mitis,In My Eyes - Original Mix,spotify:artist:16yUpGkBRgc2eDMd3bB3Uw,spotify:track:1SCpAAw3towOivp0UoNiV1
CHVRCHES,The Mother We Share,spotify:artist:3CjlHNtplJyTf9npxaPl5w,spotify:track:3PvzvltQZLIKk9YgoMP3Yq
CHVRCHES,Recover,spotify:artist:3CjlHNtplJyTf9npxaPl5w,spotify:track:4QQg6DXsx6G3lv3W4A15CZ
The Naked And Famous,Young Blood,spotify:artist:0oeUpvxWsC8bWS6SnpU8b9,spotify:track:25nzKGDiua1lE9Qo5V19GL
Birdy,Skinny Love,spotify:artist:2WX2uTcsvV5OnS0inACecP,spotify:track:4RL77hMWUq35NYnPLXBpih
Birdy,Young Blood,spotify:artist:2WX2uTcsvV5OnS0inACecP,spotify:track:2AyTXn8x2GUmDi7byehyLA
Lana Del Rey,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix,spotify:artist:00FQb4jTyendYWaN8pK0wa,spotify:track:6D5pfooPP6hi99RaXjkDsP
Don Omar,Danza Kuduro,spotify:artist:33ScadVnbm2X8kkUqOkC6Z,spotify:track:2a1o6ZejUi8U3wzzOtCOYw
Owl City,Fireflies,spotify:artist:07QEuhtrNmmZ0zEcqE9SF6,spotify:track:1mr3616BzLdhXfJmLmRsO8
Imagine Dragons,Demons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,spotify:track:2Oehrcv4Kov0SuIgWyQY9e
Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,spotify:artist:5BcAKTbp20cv7tC5VqPFoC,spotify:track:3bidbhpOYeV4knp8AIu8Xn
Lifehouse,All In,spotify:artist:5PokPZn11xzZXyXSfnvIM3,spotify:track:7KIvbAYTbDV8FAzDNF6X0z
Ryan Star,Start A Fire,spotify:artist:01LfDhfF9mkpmEwRalZCmO,spotify:track:1oRwIhvArpEkqzTiGHTL4i
Ryan Star,Breathe,spotify:artist:01LfDhfF9mkpmEwRalZCmO,spotify:track:6HDkd1s0HE6pvmz3lD7dE3
Ryan Cabrera,On The Way Down,spotify:artist:3C4t1usFGoKHCSRdujm2GN,spotify:track:1GwVi2ceNb8dMFA3DZGnnY
Ryan Star,Right Now,spotify:artist:01LfDhfF9mkpmEwRalZCmO,spotify:track:0j6Xs6WDVZ8R6ILvSKGQor
Imagine Dragons,Radioactive,spotify:artist:53XhwfbYqKCa1cC15pYq2q,spotify:track:6Ep6BzIOB9tz3P4sWqiiAB
Imagine Dragons,Tiptoe,spotify:artist:53XhwfbYqKCa1cC15pYq2q,spotify:track:6YUFByainM0IB52DNObY5t
Imagine Dragons,It's Time,spotify:artist:53XhwfbYqKCa1cC15pYq2q,spotify:track:3xqF04FdMK7gpIPG3SPFpY
Imagine Dragons,On Top Of The World,spotify:artist:53XhwfbYqKCa1cC15pYq2q,spotify:track:4eLSCSELtKxZwXnFbNLXT5
Imagine Dragons,Amsterdam,spotify:artist:53XhwfbYqKCa1cC15pYq2q,spotify:track:6nYD1UPZzBfnA9aL5TrWTc
Imagine Dragons,Hear Me,spotify:artist:53XhwfbYqKCa1cC15pYq2q,spotify:track:6wWphSJNz9GiKWb6EcealX
